"date","fav","id","rt","text","url"
"20/4/2012 16:31:07","","193346060301770752","","De verdade, qué ganas dan ás veces de prenderlle lume a todo...","twitter.com/Rocigaot/status/193346060301770752"
"20/4/2012 0:43:00","","193107459735420931","2","Nos acusaban de provocar la crisis endeudándonos demasiado, pero nos obligarán a endeudarnos para estudiar. Qué ironías...  #noaltasazo","twitter.com/Rocigaot/status/193107459735420931"
"20/4/2012 0:14:53","","193100384217202689","","@CaminoAna haberá que botarlle unha ollada, entón, a ver se o acabo antes de reiniciar a #acampadauned...","twitter.com/Rocigaot/status/193100384217202689"
"20/4/2012 0:11:16","","193099473927421954","","@CaminoAna con cal estabas?eu agora teño que empezar cos de lite americana outra vez...","twitter.com/Rocigaot/status/193099473927421954"
"19/4/2012 23:52:03","","193094638293352449","","Los diputados andaluces de risitas en la toma de posesión de Sánchez Gordillo. De patio de cole. #Ascopena http://youtu.be/MgMcGABlhkY ","twitter.com/Rocigaot/status/193094638293352449"
"19/4/2012 23:41:30","","193091982481047553","","@DavidLombao Vaya novedad, si en Intereconomía lo hacen mucho! Aunque igual en la nube no se refieren a ZP, claro.. :P","twitter.com/Rocigaot/status/193091982481047553"
"19/4/2012 22:57:39","","193080946071846912","","@puchoboedo aunque vosotros no podéis ascender morreándoos con un futbolista en público, ventaja pa mi gremio :P (ya lo tomo con humor)","twitter.com/Rocigaot/status/193080946071846912"
"19/4/2012 22:49:27","","193078883338297344","","@puchoboedo lo nuestro es de traca. A vosotros al menos no os pueden sustituir por un chaval sin título 'pero q le gusta dibujar y los lego'","twitter.com/Rocigaot/status/193078883338297344"
"19/4/2012 22:15:47","","193070410403819521","","@CaminoAna con sorte podemos estar poñendo cubatas nun hotel de Eurovegas, que non se diga que non se aposta pola competitividade...","twitter.com/Rocigaot/status/193070410403819521"
"19/4/2012 22:12:54","","193069685523218432","","@puchoboedo sí, lo vuestro ahora mismo tampoco está para echar cohetes. Aunque nosotros estamos más entrenaos pa la precariedad :P","twitter.com/Rocigaot/status/193069685523218432"
"19/4/2012 22:07:59","","193068447918325761","","@CaminoAna eu seguirei por non perder o tempo de diñeiro que levo investido, pero pensaba pillarme un curso entero, e vai ser que non...","twitter.com/Rocigaot/status/193068447918325761"
"19/4/2012 21:40:08","","193061440054247426","","@puchoboedo ya lo vi, ya... entre los que cierran, los que están en ERE y los que solo pillan becarios, me estoy ahorrando una de papel...","twitter.com/Rocigaot/status/193061440054247426"
"19/4/2012 19:23:57","","193027164768178176","","@CaminoAna certo, moito máis efectivo, onde vai parar... E así se vai preparando un para ser 'competitivo'...","twitter.com/Rocigaot/status/193027164768178176"
"19/4/2012 18:58:42","","193020812880642048","","A este paso, quien tenga dos hijos les hará jugarse quién estudia al 'piedra, papel, tijera'. Digo, al 'piedra, papel, ajustes necesarios'.","twitter.com/Rocigaot/status/193020812880642048"
"19/4/2012 18:56:03","1","193020147475283969","5","Subir las matrículas un 50% y recortar en becas:no sea que la gente se forme demasiado y Gran Hermano quede sin cantera http://sociedad.elpais.com/sociedad/2012/04/19/actualidad/1334839235_884063.html …","twitter.com/Rocigaot/status/193020147475283969"
"19/4/2012 18:50:24","","193018724826087424","","http://www.eljueves.es/2012/04/17/buen_patriota_defiende_repsol_adora_los_recortes.html …","twitter.com/Rocigaot/status/193018724826087424"
"19/4/2012 18:37:44","","193015536446210048","","Otro cierre en prensa: @lavozdeasturias . Ánimo a sus trabajadores!","twitter.com/Rocigaot/status/193015536446210048"
"19/4/2012 18:27:47","","193013033830850560","","Vi en FB a algunos afiliados del PP anunciando 1manifa en mayo contra 'los privilegios de los sindicatos'.¿También serán banda organizada?","twitter.com/Rocigaot/status/193013033830850560"
"19/4/2012 14:15:39","","192949582274109441","","@DavidLombao home, serán frapuccinos do Starbucks en tamaño grande, o clásico almorzo dos xubilados de toda a vida...","twitter.com/Rocigaot/status/192949582274109441"
"19/4/2012 12:53:18","","192928855344955393","","¿Del Starbucks? El secretario de Sanidad del PP dice que el copago son 'cuatro cafés al mes' para jubilados http://www.rtve.es/n/517204/  vía @rtve","twitter.com/Rocigaot/status/192928855344955393"
"18/4/2012 20:48:20","","192686015863996416","","Lo del blog de @EspeonzaAguirre será un puntazo. A ver cuántos atontaos llaman fachas a los de @eldiarioes por hacerle un blog a Esperanza!","twitter.com/Rocigaot/status/192686015863996416"
"18/4/2012 19:37:45","","192668250075701248","1","El de las políticas de improvisación era ZP: si el PP cambia de opinión en un mes sobre el copago es fresca espontaneidad #faltaríamás","twitter.com/Rocigaot/status/192668250075701248"
"18/4/2012 18:21:35","","192649084635582465","","#LoSientoMuchoNoVolveraAocurrir En el próximo viaje, dejaré a Juanjo Puigcorbé haciendo de mi doble, para que no notéis mi ausencia...","twitter.com/Rocigaot/status/192649084635582465"
"18/4/2012 13:50:15","","192580799764250624","2","#SiVienenLosExtraterrestres es que invierten lo bastante en I+D para haber descubierto cómo viajar a otros planetas. Yo me voy con ellos...","twitter.com/Rocigaot/status/192580799764250624"
"18/4/2012 13:32:03","","192576219009662976","","La libertad de mercado de Repsol es atacada, y algunos preocupándonos por si nos quitan la sanidad pública. Egoístas que somos, de verdad...","twitter.com/Rocigaot/status/192576219009662976"
"18/4/2012 13:14:10","","192571720467619840","1","#Sivienenlosextraterrestres en son de paz, será 1 éxito diplomático de Rajoy. Si vienen de malas,será por la herencia recibida #modoabcon","twitter.com/Rocigaot/status/192571720467619840"
"18/4/2012 12:30:47","","192560802325213185","","Xabarín Club cumple 18 anos! Creo que cando botaban estes temazos, nas teles privadas estaban con Xuxa ou algo así :)  http://www.youtube.com/watch?v=T_kYXW2boq8&feature=relmfu …","twitter.com/Rocigaot/status/192560802325213185"
"18/4/2012 11:50:05","","192550561206382592","","@badaladak Mientras no me tenga que montar yo también la tele... :D","twitter.com/Rocigaot/status/192550561206382592"
